hs_class,text
negative,cukup sekali aku lihat pocong sama dengar suara kunti hm.'
positive,suruh minum pipis onta dulu nih bangkai abu biar tambah bego'
positive,"MCK = micin, cebong, kampret.'"
positive,Diam kamu kampang'
negative,Bukan saja masyarakat hari ini yang sudah menjadi Sastrawan. Melestarikan budaya yang dahulu pernah hilang. Sehingga membuat masyarakat terbuka mata kepalanya bahwa merekalah yang menjadi pemilih pemimpin bangsa ini.#ILCJokowiPrabowoBerbalasPantun #2019BelumTauS
negative,Peh. Cha Tae Hyun kalau berlakon. *menitik air mata*'
negative,"Entah mau jadi apa negara ku indonesia tercinta ini, rakyatnya sudah banyak pada ngawur, presiden disalahkan,ulama disalahkan,ibu bapaknya disalahkan, bahkan tuhan pun juga salahkan,,jadi apa mau kalian? Mau menang sendiri, merasa benar sendiri,emg nya kali"
negative,ini video yang di tangerang cikupa. Orang iya sudah nikah tahun kemarin viral 6 orang terciduk rukun warga sama antek antek y'
positive,"te awa sambil buang sampah sarap, nlu memang anjing kurap'"
negative,"Saya sudah wanti wanti supaya itu dokter tobat tetap saja tidak bisa, apa pernah seorganisasi katolik sama saya kalau akhirnya ke Universitas Kristen?'"
negative,"hai pendukung Hitler, kalau aku komunis n )) n[]'"
negative,"Jadi ingat uang jajan sama yang sedikit pakai kepotong bensin anter jemput sekolah tiap hari, akhir pekan bela""in '"
negative,"22 Februari 1978 Masjid Istiqlal diresmikan Presiden Soeha o. Rancangan masjid terbesar di Asia Tenggara ini karya arsitek Friedrich Silaban. Sebagai seorang Kristiani, dia mengalami pergulatan batin ketika merancang tempat ibadah umat Islam itu."
negative,lah iya? nama penggunanya asing sih'
positive,bani kacung kafir malah te awa lihat twit ini ya cung'
positive,terus bisa apa kalau iya....rejim kunyuk ini siapa yang berani lawan...??'
positive,banyak yang aneh dalam DPR. Bau busuknya sangat menusuk. Mafia anggaran lah main proyeklah banyak bolos lah. Bubarkan
negative,Yg di tawari bukan asing tapi orang asing '
negative,Mbaku mua doang satu juta edan'
negative,"Kalau France-England in the final, jadinya duel dua imperialis di tanah komunis '"
positive,GANYANG PKI sampai ke akar akarnya URL
negative,"Lah sama saja ngawur kayaknya haha, saya adalah tak tau a i kafir, makanya saya lebih baik diam daripada sok memberi ide hehehe'"
positive,"Betul, setuju gw, bosan, muak. Apalagi sama kelakuan cebong, nyinyirnya kebangetan.'"
positive,Iya edan kayak lu'
negative,"Apa sih salahnya orang orang yang bukan cina be eman sama yang cina sampai dibilang ""bau cina bau cina"" aduh Tuhan tolong sudah orang kayak begitu wkwk enggak habis pikir pikirannya sempit banget dah. Walaupun gue ada cinanya juga gue di KTP WNI men bukan WNA.'"
positive,nauzubillah ini rezim sangat anti islam
negative,"Emang benar kawan, aktivis 98 yang di gerakan LB MURDANI Biayai anak anak GMNI, yang notabene organisasi mahasiswa bentukan pki.'"
negative,Sendirinya juga sipit malah memaki gua'
positive,Masio aku ISLAM NUSANTARA koen kate lapo ...jancik matanya picek kok sugik iki'
negative,Gue cuma makan makanan ringan doang anjir belum makan nasi wkwkwk'
positive,"Biasalah Bani pemarah kalau diajak mengobrol lari kesana kemari,cari"" alasan,,,'"
negative,Mantappppppp....
positive,"Di dunia ini kayaknya cuma Jokowi ya, presiden yang dituding ""liberal"" & ""kapitalis"" sekaligus ""komunis"", juga ""lemah"" sekaligus ""otoriter""."
negative,Si amat memang enggak bodo. Gue bilang amat nih kamu bawa bawa nama dia.'
positive,"Ahh kacrut lah, sok sibuk membela tetapi masih belum tau siapa yang bakal jadi wakil presidennya '"
positive,"masihkan akan berbaik hati dengan TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL"
negative,Pake muka kamu ya lesbi dong anjir jadinya'
negative,"Kenapa harus iri? Mereka wudhu (menyucikan diri) sebelum be emu dengan Tuhan mereka. Org Kristen tidak perlu menyucikan diri terlebih dahulu, karena Tuhan Yesus akan mau menerima segala dosa2/kenajisan kita. Dan Ia sendiri yang akan menyucikan kita."
negative,Apa kabar memek tembem..'
positive,"Paling nanti komentarnya ""jangan transaksi pakai dollar"". #2019GantiPresiden #2019PresidenBaru"
positive,"jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak sepe i babi kafir ahok"
positive,Oh ternyata kesibukan be ambah promosi hoa Kampret laah nIni nomor 0856 bisa di daftar ke ga nBiar tidak perlu ganti nomer terlalu sibuk promosi hoax'
positive,Ini pasti salah Jokowi! URL
negative,Di filipina itu gereja katolik memegang peranan sangat kuat momen dalam kehidupan sehari hari. Mis pemerintah anjurkan kb...gereja katolik mengharamkan jadinya filipina penduduknya terus tumbuh.'
negative,Sebagai warganet yang penasaran. Kalo habis ngewe kan ada itu sesi pillow talk atau cuma menggusel lucu Ampe ketiduran. Paul Lo begitu tidak sih ? Apa habis ena enak terus kaku lagi kayak bh baru ?'
positive,"mudah""an jadi budek beneran!!!'"
negative,"saya kasih tau ya.. yang bunuh yesus itu yahudi bukan muslim, kenapa kristen jadi benci muslim? muslim menghormati yesus sebagai Nabi, penganut agama yang lain sepe i budha, hindu, dan lain lain bahkan tidak mengakui yesus sebagai apapun, k"
negative,"Hanya politikus yang gila jabatan&amp apa a yang bilang pak Jkw antek asing. Se a pa ai politik gurem cari pendukung PD pemilihan presiden 2019. Kehabisan wacana berpolitik tanpa B's buat program pembangunan NKRI. Ujungnya jual kebencian,hoa an agama se a ge"
negative,Ibnu Mubarak pernah memiliki tetangga seorang yahudi. nnamun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak- anaknya sendiri.bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak-anaknya.'
negative,"""Jika seorang ahli kitab (Yahudi dan Nashrani) memberi salam pada kalian, maka balaslah dengan ucapan wa alaikum. (HR. Bukhari dan Muslim).'"
negative,"Selain musiknya pakai bahasa asing, juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari Jawa Tengah."
positive,sontoloyo memang jaka a nih'
positive,"Gelombang Tenaga Kerja Asing Asal Cina Berbondong-Bondong Memasuki Kota Kendari, Sulteng Duh...mirisnya nasib anak bangsaku ! #2019GantiPresiden"
positive,"Maaf saya menilai ucapan BAPAK HIDAYAT NUR WAHID yang terhormat itu sebagai gambaran betapa munafik, picik dan kotornya hati anda.'"
negative,Bangke. Gak dijual nih acc'
negative,"Nga ingat kapan terakhir kali mimpi indah. Reality kayak tai, mimpi masa tai juga ('"
negative,"Bisa be itel Kaji dari dulu sampai sekarang memang tidak Murah(Muahal). Blm lagi mengantre kebrangkatanya. Bsa 5-8an tahun lebih, baru bisa brangkt. Kaji , pun, yang katanya bisa cpt, juga harus nugu. Alternatif cepat kaji adalah jadi TKI di tengah east. Salut dengan mreka."
positive,Milanisti kampret URL
negative,Ootd sih Eifell Amora Mollien Naufalyn ( Molen ) cantik semok sih sipit belo kesayangan aunty '
positive,bodoh itu abu tours anjing tai tai kabeh... luwes asuuuu cina 35T bajingan tai anjing maling sejati kerja indonesia rusak '
negative,Perbuatan LGBT itu sendiri adalah melampau. URL
negative,"Mantap banget bro, nUdah ganteng, pakai dasi, suka ngentot lagi n , Like, &amp Follow n #gayvid #gayse gayvideo n '"
positive,Munafik kok teriak munafik ? Ngaca dulu sana.'
negative,Jambu bol mungkin bisa diperhalus dengan jambu bokong (?)'
negative,"menganggur itu 1 lobang, sini titit abang yang masuk'"
negative,"Baru pe sama kali gue benar benar menaksir sama cowok yang mukanya asia parah, i mean....sipit, putih, adohhh gila gue benar benar tergila2'"
negative,Terima kasih presiden Jokowi
negative,Haha.. Hayo... Ya boleh racist cina cinaan loh... Nenek moyang kita semua dari China Bagian selatan loh... Sebelum namanya China. '
negative,"Ya bukan di italia aja, di institusi agama kristen dikebanyakan tawar maju, mereka hampir sama dengan peran peran kesukarelaan dan foundation, lagian agama di Indonesia dan tokohnya hanya dipakai untuk ritual lima tahunan aja, kan jadi mereduksi makna"
positive,"permintaan maaf sih kunyuk ini tidak ada a inya, otaknya tetap saja nyinyir'"
negative,Yg berbicara begitu siapa? Yg harus kamu tanya itu kenapa gandeng 4 bank asing? Bukannya melakukan langkah hukum untuk menggugat peraturan yang mengistimewakan Freepo ?'
negative,Ngupiii ahhhhâ??â??â??ð??´
positive,Muslim Rohingya ''4 hari aku gendong ibuku. Desa dibakar Teroris Budha''
positive,"Dan orang"" yang tidak bisa berpikir lurus itu dipelihara Jokowi dalam berbagai organisasi. Kebayang tidak kacaunya Indonesia nanti? Duh!"
negative,"Bagaimana mungkin aku menginginkan dia yang taat agama, sedangkan aku masih jauh dari agama... ð???ð???ð???"
positive,"Banyak Laporan tentang Gafatar, Kami Rekomendasikan Dilarang Yg harus dilarang ISLAM #hikdun"
negative,"Wkwkwk iya betul juga sih.. jadi saksi bisu kegalauan.. sampai sempat mikir, nih anak stres kenapa sih? neh, tapi taunya besok besoknya malah twitnya isinya JKT48 '"
negative,"Padahal air itu tidak akan sampai ke mulutnya. Dan doa orang-orang kafir itu, hanyalah sia-sia belaka."" n(QS. Ar-Ra 'd 13 Ayat 14)'"
negative,"Follow untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini"
negative,"#ffgenpi Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018- #alambanten*"
negative,Nah loh. Masih menyebut Jokowi Antek Asing?. Ckckc'
negative,Ade Armando Dipolisikan soal Postingan 'Azan Tidak Suci'
negative,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL
positive,"tengok cara balas, Ni ke cara #KitaOK pe ahankan #ASSTAG diorang ncomeonla nMaki hamun bukan MATLAMAT KEMPEN #KitaOK nSebab itu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!! nIni adalah ANJING &gt &gt &gt x9"
positive,"Denkuzul,,kebanyakan minum kencing onta ente,,makanya ngacooo,,bahalul ente,,sama kayak wan abud'"
negative,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 ð???Sabtu 21 April 2018"
negative,"Dan mungkin sepe inya satu lagi bisa membuat anak memiliki karakter ""Autis"".'"
negative,ya angkutan kota lebih goblog'
positive,"Diduga Bawa Kabur Uang Calon Jemaah, Dirut Travel Umroh Dipolisikan >Jika Allah SWT Tuhan sudah kena azab paling pedih"
negative,"Duta AS ke PBB, Nikki Haley telah pulang ke White House, menolak dakwaan penasihat te inggi bahwa dia keliru dengan mengatakan Presiden Donald Trump akan mengenakan sekatan baru ke atas Rusia."
negative,Tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme MPR Namun saat ini pemilihan presiden oleh rakyat TIDAK MUNGKIN ADA POROS KETIGA
positive,karena kamu mirip tai x8
negative,"Biru tidak punya titit, sudah ditebas'"
negative,MAUNYA DI JAMBAN ('
negative,Hah? Apaan? Mau nete?'
positive,FEKAES.FPIE.DKK TERIAK FITNAH ORG PKI ANTEK ASING/ASENG YG PASANG MERAH PUTIH TERBALIK SIAPA YG FANS ASING ISIS ALQAEDA.DLL SIAPA
positive,"Pndukung Prabowo surat pemberitahuan tahunan ARB, SDA adalah orang orang BEJAD tabiatnya kasar termasuk orang ini &gt &gt semoga dilaknat oleh ALLAH'"
negative,"Kenapa gue jijiq? Gua mandangnya sebagai ""ORANG AWAM YANG GAK SUKA KPOP""! jadi pikir ""kan orang korea itu HOMO atau LESBI"" padahal itu idol kita adalah di korea hidup tentram normal dan gue yakin sih beberapa idol sudah punya pacar jadi wajar saja selama masih lawan je"
negative,"Mana lah saya tau, saya kan autis'"
negative,"Salah ikut korg la. Knape bila berkaitan gan gay saja semua orang nak jadi ""alim""? Penyelamat? ""Saviour""? Padahal korg semua orang asing? Tngok gay saja terus kata ""truk"". Gay ialah ciri sahaja. Tengok pada individu. Klau dia rakyat yang baik, biarkan lah"
positive,"Ributkan ekonomi salah, Ributkan hukum salah, Ributkan otoriter salah, Ributkan patung salah. Trus kami bolehnya apa pak "
negative,"Bukan sok kristen kan memang kristen banget haha. Yaudah semoga dia tidak denial dan hidup dengan tenang tanpa saya '("""
negative,Juventus adalah budaya turun temurun ya teh..ð???ð???ð???
negative,"Tai adalah, saat gue biasa aja, dia baik banget &amp ngejar-ngejar gue. Eh pas gue sudah sayang nyaman, dia malah jadi cuek &amp pergi begitu aja'"
negative,"Kata Sandiaga, Sampah di Kolong Tol Pelabuhan Sudah Ada Sejak Orde Baru"
negative,"AB cinta kedamaian, tidak suka hal yang ribet"
positive,Perusahaan transpo asi online paling biadab yang tidak mengikuti UU no 22 tahun 2009dan menolak permen nomor 108th2017 perusahaan komunis yang didanai komunis cina'
negative,Ini kalau hanya ikut ikut
positive,Ahok foto dengan bos Ale langsung dituduh melindungi giliran Asma Dewi foto dengan Prabowo
negative,"Sudahlah... biarlah itu menjadi sejarah kelam bangsa kita. Yang pasti sekarang harus waspada, jangan sampai antek orde baru bangkit lagi.'"
negative,"Fiksi itu bersifat imajiner atau naratif Dlm Fiksi/imajinasi tak ada hukumnya Wajib Percaya, jadi boleh percaya boleh tidak sesuai narasi pemikiran masing masing orang. Dlm Agama hukumnya wajib percaya pada Firman Nya dalam Kitab Suci. Jd iya"
negative,"4. Oleh karena itu, Presiden mengajak para ulama untuk ikut se a bersama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak #JokowiAjakUlamaSejukkanPilkada"
negative,6. Bagaimana caramu mengantisipasi diri dari stres dan tekanan? #KUchat
negative,"Makanya jangan cuma ikut ikutan anti asing ya,investor kebanyakan aseng.di tangan jokowi asing tidak bakal bisa jajah indonesia,hnya kerja sama yang saling menguntungkan.giliran investor asing di pergi yang susah rakyat jg'"
negative,Engga.. camilan pra ujian nasional sekarang kulit buaya'
negative,"eh? haha iya uang muka kamu hyunjin, anjir. begini nih kau malas nge zoom. haha'"
negative,"Di Pekanbaru, ponakan gue taunya Kristen itu agama Batak. nJadi Gereja ya tempat ibadah orang beragama Batak. nPadahal siapapun bisa saja memeluk agama Kristen atau agama lain kan. nINI TUGAS GURU AGAMA DI PEKANBARU APA AJA YAH?? (('"
negative,arahnya mau dibawa sepe i pilihan kepala daerah DKI ya kang. kok jadi bahaya laten ya kalau semua pilihan kepala daerah dibuat kayak gitu..
negative,"Ada yang ancam bunuh dia Ada yang ancam dia jadi tersangka Ada yang ancam dia digulingkan dari ketua umum pak ai Ada ancaman bakar Ibukota Kader2 utama pak ai di pilihan kepala daerah kalah beruntun secara mengejutkan Intervensi AS, China dan kawan kawan se a penguasa negeri Utk men"
positive,"MAKAR NO, LENGSERKAN JOKOWI YES! Faizal Assegaf (Ketua Progres 98) Jutaan rakyat berdemo secara damai untuk? _"
positive,"Yg kayak Indonesia bukan orang Indonesia, tapi cina, kan aneh. Ayo Pribumi, usir mereka dari Negeri kita ini."
negative,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi"""
negative,"Gajah yang ridwan kamil itu ya ? nKirain habis kasus itu bakal dibenahi taunya kemarin kesana itu tetap memprihatinkan ( nKandang buaya nya saja seram takut kabur ( burung saja pada diam ( nGakuat sampai ujung saking sedihnya, total jalan jalan cu"
negative,kepala apaan anjir'
negative,*Jembatan fenomenal dengan pemandangan fenomenal pula.Bravoo Presiden Jokowi ð???*Pembangunan Jembatâ?¦ #RakyatB3rsamaJKW
positive,"Mereka kan kaum pekok...bawaannya bawa perasaan Mulu....KL kata Junjunannya A....ngikut smua,dasar kaum dongok GK punya pendirian yah....Malu2in in orang Islam ajja'"
positive,Udah begitu yang gue tidak habis pikir pengikutnya masih saja berasa paling bermoral padahal Bohong itu biangnya segala dosa loh...
negative,"Block itu tindakan dewasa menjaga kewarasan, bukan kekanak-kanakan. Kamu mau sampah menumpuk membusuk di halaman rumahmu? Tidak disapu-sapu?'"
negative,Acaranya bukan apel tapi ritual penguburan ada wayang semalam suntuk jadi komandan apelnya ya?
negative,"Di sana juga akan dibangun Kantor Presiden se a kantor kementerian. Sementara,"
negative,"Apa cuma admin yang kalau lagi go shore belanja sambil mencari makan dipelabuhan asing lalu dichat sama yang dijauh... pas tau lagi jalan jalan langsung Write n""VC SEKARANG....!!!"" nlalu gue balas n""Ntar yank... lagi dijalan..rame.."" n*lalu_chat_gak_dibalas_s"
positive,"MataNajwaDebatJaka a Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, menjadi agitatif dan licik. semoga kalah kamu anjing"
positive,Si berengsek ahok ini ternyata pengecut.....takut dimasuki lapas.'
negative,"baca kisah ini jadi ingat kisah kaum Yahudi yang dikutuk Allah jadi monyet. nmereka memang tidak mencari ikan di hari sabtu, tapi mereka menyiapkan perangkap di hari jumat, lalu mengambil ikannya di hari ahad. x9"
negative,iya anjir kamu memberi tau pw kamu ke orang gak'
negative,Gaji Dpr majelis permusyawaratan rakyat dan dewan perwakilan daerah aja....'
positive,Stop dan tutup iklan meike a sebab meike a adalah proyek bodong...pribumu sampah jongos cina segeralah be obat.
positive,Ganyang PKI dan antek-anteknya (orang-orang dan pak ai pendukungnya) URL
negative,Semoga Mudik Lebaran Tahun ini LANCAR tidak ada kemacetan atau TEROR BOM BUNUH DIRI nTidak lupa ucapkan terima kasih pada Pak atas kerja kerasnya &amp dukungan KABINET KERJA TANPA KORUPS
negative,sudah lama liat. tetap saja jijik.'
negative,"Tidak boleh be emu orang baru. nDulu awalnya kita adalah orang baru, manusia asing tak saling kenal. nApa tidak ada kemungkinan orang baru itu bisa menggantikan posisi kita. nLebih baik menghindari untuk menjaga hati.'"
negative,"SSSTTT....Mengapa harus ribut terusssssss...!. nKita lihat saja nanti tahun 2019, siapa yang akan di ridai oleh Allah SWT untuk kembali menjadi pemimpin Negara kita yang tercinta ini. nSudah jangan berisik, bikin budek. Pada diam saja.......'"
negative,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 Dw"
negative,Naik burung dinosaurus yang aku enggak tau namanya. Kalo naik onta nanti tenggelam.'
negative,"hidup dan kehidupan. Kebenaran dalam karya fiksi tidak harus sejalan dengan kebenaran yang berlaku di dunia nyata, misalnya kebenaran dari segi hukum, moral, agama, logika dan sebagainya. Dalam fiksi, sesuatu yang"
negative,Aku menasehati tak payah lah kamu merantau kerja luar. kejutan budaya kamu nih nanti dengan life baru. ð??ª
negative,"Yaelah yang kayak begini adalah tidak tahan lama. Netijen alam sana itu dulu giliran gue laporkan ke jyp bilangnya ""maaf kak aku masih labil"" ""aku masih kecil kak jangan laporkan aku"". Isinya anak sampai penganut oppa is milikku yang sudah berani memaki perek segala macem.'"
positive,Ah bukanya yang selalu gagal paham sih kecebong dongo'
negative,"Jadi ingat dulu pernah rela foto tugas dan catetan, bahkan sampai begadang buatkan tugas pas dia tidak masuk karena bok '"
positive,AMBIL SANA TETE MAMIH LU AMBIL! GUA MASI BISA NETE SAMA SAPI'
negative,3. Hal itu juga telah diakui oleh WHO bahwa orientasi seksual sepe i homoseksual atau biseksual bukanlah gangguan. Baru2 ini bahkan Transgender sendiri juga dicoret dari daftar gangguan jiwa. Bisa cari sendiri data validitasnya dari WHO.'
positive,cebong kan otak nya cuma sak upil'
positive,"Hadeh. Gajetot. nGak jelas, ngentot.'"
positive,Bubarkan HTI korupsi mulu
positive,"Mereka ini lah (yg menggiring opini presiden lama menang 2 periode kalau lawannya prabowo) yang sebenarnya meluluskan 2 periode..!! Jd hati hati walaupun mereka bukan cebong, tetapi mereka adalah agen ganda..."
positive,"Klo bisa tiga""nya apa harus milih, ah cupu kamu sari bir pletok'"
negative,"Setuju bang, bom Surabaya sepe i berkah yang tersembunyi. Terbitlah UU Antiterorisme gerakan pembersihan mulai dilakukan, tetapi tak ada a inya jika berganti rezim dalam waktu dekat.'"
negative,"Islam yang dibawa Rasulullah saw telah sempurna, karena diturunkan oleh Allah Sang Pencipta n""yg menciptakan tujuh langit berlapis2. Tdk akan kamu lihat sesuatu yang tidak seimbang pada ciptaan Tuhan Yg Maha Pengasih. Mk lihatlah sekali lagi, adakah kamu lihat si"
negative,"Buat apa munafik, tidak ada untungnya.. Jujur lebih baik dan mulia kok. #ASM'"
positive,SAYA MAU MENJALANKAN SUNNAH UNTUK BERHIJRAH SAJA DIHUJAT! MEMANG DASAR KAPIR ANTUM'
negative,Benar sekali.
positive,Pak tugas Kementerian Agama membongkar penipuan Islam agar Indonesia cepat bebas dari Islam
positive,He hehe.. yang suka jual gorengan kan rezim jokowi betul...!?
negative,"Pesimis Bsa di pidana, secara UU MD3 begitu lho.. Iy to pak ??'"
positive,Jokowi jongos cina!!
negative,"BULGARIA nKAMIS, 29/03/18 nA.I 9*1*7 nKPL 2*5*6*1 nEKR 7*4*0*3 n2D n21*79*85*46*30*19* n36*78*25*94*10*58* nMACAU 69*13 nCB 6*5 nSHIO MONYET URL"
positive,"1000 macam cebong yang sudah saya meladeni sepe i anda,saya jawab juga percuma karena anda sindir nyinyir (istilah cebong) haha ,Kan saya sudah bilang tanya saja sama pak bagaimana kejadian sebenarnya"
positive,Sudrun nKampungan nBego nTolol nDungu nGaptek nPlongi nPlonga nPlongo nPlonge nPlongu'
negative,Siapa tahu dengan buah buahan mereka lebih mudah memahami gus... secara kentaki fried chicken itu produk amerika yang kafir...'
positive,tidak usah terlalu tinggi pikir 2019 ganti presiden deh... ganti kelamin yang normal dulu saja buat baru ngebacot'
positive,"Bentar lagi saya mau kuliah lewat twitter menanggapi pandangan soal fiksi. Saya tak setuju RG dikriminalisasi. Lawanlah ide dengan ide! Bahwa kaum sumbu pendek tumben tidak koar koar menghujat RG dengan alasan penodaan agama, ya disyukuri aja. Mgkn mereka mau bela"
positive,Apapun tema yang menjadi debat dan saling berlawanan adalah kelompok FPI bumi datar kelompok pro Prabowo
negative,menampak macam tak sayang tapi jauh dalam sudut hati aku sayang gila kot weh jangan lah pikir bukan bukan )'
negative,Beltrame edan nYg dulu mau kesini nTapi banyak yang kontra '
negative,Ada tas aneh yang di sinyalir ada bom di dalam nya ... nDepok siaga lagi ini nHadeh'
negative,"Orng arab macam macam misal arab wahabi Arab Syiah Arab Kristen arab yahudi belum lagi soal klan jadi kamu sebut arab mana, dan juga Bentuk penjajah itu macem2, bisa berbentuk budaya, ekonomi, ideologi, teknologi.dn Arab"
negative,Pasukan nasi kotak'
negative,
positive,"Makanya like the game itself is sangat open to everything?? FCK, kamu mau Markus ngewe sama Simon instead?? SURE HERE IS THE CANON IN GAME STORY - orang biKin itu be iga sama Markus jadi poly?? SERAH nBut as biasanya Bule itu memang banyak"
positive,"Sebenar nya tidak masalah.. nYg jadi masalah.. Pendukung nya pada GOBLOK semua... nTeriak2 Cina... nTeriak2 Impor... nTeriak2 Aseng, antek aseng... nUjung2 nya Impor dan Aseng juga... nGoblok tidak tu...... "
positive,Orang gila URL
negative,Di perutnya onta'
negative,Lo pernah tidak sih lagi mau makan terbayang makan tai tikus. Yang pada saat itu dulu kamu kecil pernah mencoba WKWKWKWK idiot'
negative,"Coba cari tahu lagi, ada Mahzab yang membolehkan dan tidak membolehkan Muslim memakan sembelihan ahli kitab (Yahudi dan Nasrani) dengan syarat-syarat te entu '"
negative,"Auk ah, kalau ada bahasan kayak gini, biasanya ada orang yang dengan mudahnya meng-kafir-kan orang lain. Capek akutuh'"
positive,"Kafir-yahudi menyerang suriah, yang senang dan bahagia wahabi.. aneh nWahabi = antek kafir'"
negative,"Pilkada Damai 2018 Aman, Damai dan Berma abat "
negative,"Hahahaha wah, jadi saksi bisu kegalauan aku dong tidak di blok wkwk tidak sejahat itu kok'"
positive,"#MataNajwaDebatJaka a Pak Anies suka nyinyir, suka memutar balik kan fakta, tidak punya program yang jelas bisanya menjelekkan kinerja pak Basuki"
negative,Utang-utang kecil itulah yang sering dipakai iblis untuk menyiksa kita. #MBML'
positive,Bro jangan bilang tidak kenal sama yang menyebarkan saracen... URL
negative,Duit &amp kekuasaan yang bikin orang jadi kampret.Haduhhh padahal dunia cuma tempat singgah bro '
negative,"Di Madura Umat Siap Bersatu, Siap Rapatkan Barisan, Cepat Panggil dan Proses Hukum Bu Suk Yang Menistakan Agama"
negative,"Calon Gubernur nomor urut satu, Ridwan Kamil dan Calon Wakil Gubernur pasangannya Uu Ruzhanul Ulum menghadiri Muzakarah Ikatan Cendekiawan Muslim Indonesia (ICMI) di Hotel Savoy Homan Kota Bandung."
negative,"Tidak ada yang anti Nusantara kecuali PKI, Islam mencintai Nusantara tanpa harus menjadi Islam Nusantara, jangan anda benturkan kata,, Nusantara,, dengan,, Islam Nusantara'"
positive,Emang kamu siapa cebong ???'
negative,"Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina Kampungan, Norak URL"
positive,"Woy, goblok...mo loud goreng gak? Manusia bajingan kayak loud biasanya suka nih sama yang beginian...'"
negative,Jatim Anti Berita Hoa ilkada Aman dan Damai
positive,Bacot baik kamu ah'
negative,NGENTOD WKWK'
negative,Enakan ayam geprek selatan kampus '
positive,Daddy jahanammmmm sanga terkutuk kooo'
positive,"Ente kalau berani jangan Gk ada fotonya,jgn jadi pecundang dan jadi antek antek kompeni? Nonton itu bokep mulu ditwitter lo,pantes hancur indonesia.dasar otak mesum "
negative,"Presiden juga menyampaikan jangan sampai ada pesimisme apapun, Untuk semua calon pemimpin harus memiliki optimisme tahan uji, tahan banting &amp selalu tawakal. Karena tahun 2030 Indonesia termasuk 10 Negara Terkuat. Dan ""Jangan Mau Diajak Pesimis"
positive,sudah jelas-jelas merusak masih saja dibela.. heran lihat pemerintahan sekarang
positive,"Cuma Son OhGong, Monyet bawa perasaan yang galau cuma karena enggak di invite grup chatting URL"
positive,"LBP itu presiden bayangan,hanya dengan lengserkan jokowi baru LBP diam"
negative,Suwi.. langsung tokoh tokohnya dunk..surat surat antar tokoh Nasionalis NU dan Komunis ada?'
negative,Sudirman Said Kritik Pemerintah Telantarkan Kawasan Industri #SaweranDirmanIda #SaweranDirmanIda #SaweranJateng 
positive,buat kader yang pekok... nih hitung yang bikin tagar #2019GantiPresiden lebih dari 10.. itu congor jangan asal jiplak ye... bisa jadi 2019 moncong putih yang akan nyungsep.'
negative,Panglima Santri yang selalu Menghormati Para Ulama ð??? #CakiminTheNe apres #JOIN2019
positive,Sikap DIKTATOR dengan Pa ai PENJILAT DUIT CINA TANKAP2 URL
negative,Selamat siang masyarakat Bantenð??? Mari sukseskan Pilkada Serentak 2018 di Banten ð???
negative,Mewujudkan Indonesia Damai dan Komitmen Perangi Hoa alam Dikir Akbar Forum Ulama BPI KPNPAÂ RI
negative,Kalo di pekalongan bongkrek dari ampas tahu '
negative,Ssttt...gubernur Indonesia sahabat kang Aher kesayangan rakyat NKRI..
positive,Kita susah berharap pada pak ai pendukung pemerintah karena mereka sudah terbukti jadi pendukung setia ahok sih penista agama. Musuh umat islam
positive,"Anda DIBODOHI & DIPERBUDAK Islam, Muhammad MATI diracun badannya bau"
positive,cebong kocak muka kamu kayak pantat kodok'
positive,"Sekarang para warganet kalau memaki umat Islam itu domba, onta. Lha kalau orang Kristen, Hindhu, Budha apa dong ?!'"
positive,Zonk hanya pamer kedengkian dan kebusukan hati selalu memuakkan. Politik licik dan picik
positive,"Keren nih programnya. Terimakasih Jokowi. Pak Jokowi memang baik. Dan, BAIKNYA Tahun depan istirahat saja ya..."
negative,deklarasi pilihan kepala daerah 2018 aman dan anti hoaks jabon
